Wall time,Step,Value
1618157193.9466395,58,0.6169057488441467
1618157203.980935,118,0.6864573955535889
1618157214.1544507,179,0.7214096188545227
1618157224.3174582,240,0.7414766550064087
1618157234.4865634,301,0.7210498452186584
1618157244.653744,362,0.7452988624572754
1618157254.664018,422,0.7436034083366394
1618157264.8231406,483,0.7607524991035461
1618157274.9894364,544,0.7398967742919922
1618157285.155243,605,0.755859375
1618157295.3312044,666,0.7332742810249329
1618157305.4108534,726,0.7428299188613892
1618157315.567375,787,0.7680343985557556
1618157323.4135058,834,0.7650278210639954
1618157360.6579256,903,0.7620288729667664
1618157370.7920184,975,0.7650610208511353
1618157380.9284263,1047,0.7550455331802368
1618157391.0624816,1119,0.7736414074897766
1618157401.1087322,1190,0.7469735145568848
1618157411.1641593,1261,0.7299274802207947
1618157421.1969764,1332,0.7777920961380005
1618157431.239232,1403,0.7524821758270264
1618157441.2686489,1474,0.7605855464935303
1618157451.2968783,1545,0.7520521283149719
1618157461.3273168,1616,0.8029206395149231
1618157468.7326732,1668,0.7685704231262207
1618157504.663786,1738,0.7737547755241394
1618157514.7225416,1809,0.7873038649559021
1618157524.7819254,1880,0.7622188329696655
1618157534.8639774,1951,0.7680485248565674
1618157544.9530492,2021,0.7610146999359131
1618157554.982192,2092,0.7534409165382385
1618157565.0988908,2163,0.7823441028594971
1618157575.2357938,2234,0.764475405216217
1618157585.2845163,2304,0.7753674983978271
1618157595.389072,2375,0.8016144037246704
1618157605.4076467,2445,0.7521958351135254
1618157613.487678,2502,0.7668116688728333
1618157646.3284934,2573,0.7834237217903137
1618157656.3834908,2644,0.7903850078582764
1618157666.4107008,2715,0.7814908027648926
1618157676.4505584,2786,0.7926348447799683
1618157686.5015464,2857,0.7906386256217957
1618157696.5424707,2928,0.8071011900901794
1618157706.6423967,2999,0.7997106909751892
1618157716.7968674,3070,0.7875874042510986
1618157726.9091592,3141,0.7814745903015137
1618157736.9445233,3212,0.7865887880325317
1618157746.9866738,3283,0.7931498289108276
1618157754.4704034,3336,0.780714750289917
1618157787.3270135,3407,0.7853794097900391
1618157797.404434,3478,0.7896702885627747
1618157807.4391806,3549,0.8168836236000061
1618157817.578575,3621,0.8142573237419128
1618157827.6208935,3692,0.7986124753952026
1618157837.6315885,3763,0.8276203870773315
1618157847.655632,3834,0.8075423240661621
1618157857.7925534,3906,0.7947500348091125
1618157867.8791165,3977,0.7762594223022461
1618157877.9100888,4048,0.7931565046310425
1618157887.9706109,4119,0.7945259809494019
1618157895.1907108,4170,0.8003445267677307
1618157931.2211134,4241,0.8037703037261963
1618157941.2647502,4312,0.8362242579460144
1618157951.3499994,4383,0.8007091879844666
1618157961.4001613,4454,0.8068385124206543
1618157971.4274035,4525,0.8067486882209778
1618157981.4517248,4596,0.8201217651367188
1618157991.473687,4667,0.8002055883407593
1618158001.4956632,4738,0.8004313111305237
1618158011.5594552,4809,0.8165107369422913
1618158021.5905082,4880,0.80222088098526
1618158031.6101506,4951,0.8208974599838257
1618158039.0908108,5004,0.8156066536903381
1618158074.8541906,5065,0.7973042130470276
1618158084.9001932,5126,0.8151741027832031
1618158094.9496863,5187,0.7990912795066833
1618158105.0012574,5248,0.8023920655250549
1618158115.03414,5309,0.8198061585426331
1618158125.0806875,5370,0.7671329379081726
1618158135.162931,5431,0.7805505990982056
1618158145.2439215,5497,0.8183054327964783
1618158155.2921915,5568,0.8331478238105774
1618158165.333949,5639,0.8183608055114746
1618158175.36995,5709,0.8039010763168335
1618158185.4055433,5780,0.8276132345199585
1618158193.605292,5838,0.8383204936981201
1618158226.521592,5909,0.7994788289070129
1618158236.5500038,5980,0.8129496574401855
1618158246.5707774,6051,0.8130106329917908
1618158256.6039512,6122,0.820737361907959
1618158266.6154878,6193,0.7930650115013123
1618158276.7589347,6265,0.8289276361465454
1618158286.7725785,6336,0.7993348240852356
1618158296.8141425,6407,0.8167762160301208
1618158306.87878,6478,0.833570659160614
1618158316.9655936,6547,0.8405455946922302
1618158327.004173,6618,0.8196439146995544
1618158334.6440806,6672,0.8004724383354187
1618158370.5619297,6742,0.8225549459457397
1618158380.587755,6813,0.7996141910552979
1618158390.64695,6884,0.7887917160987854
1618158400.7273839,6955,0.7967652082443237
1618158410.7643917,7026,0.827925443649292
1618158420.8022425,7097,0.7991765141487122
1618158430.8675747,7168,0.8173458576202393
1618158440.933827,7239,0.8261531591415405
1618158450.9866195,7310,0.8096256852149963
1618158461.0235686,7381,0.8013083934783936
1618158471.0550792,7452,0.8305493593215942
1618158478.6839254,7506,0.811740517616272
1618158514.6572957,7576,0.842552125453949
1618158524.690312,7647,0.8298568725585938
1618158534.7351649,7718,0.8326075673103333
1618158544.8260157,7789,0.8315068483352661
1618158554.950976,7860,0.8235564231872559
1618158565.001618,7931,0.8219861388206482
1618158575.0832312,8002,0.8315182328224182
1618158585.122179,8073,0.8262960314750671
1618158595.1986723,8144,0.8257972002029419
1618158605.26791,8215,0.8376237750053406
1618158615.3869371,8286,0.7956035733222961
1618158623.0243785,8340,0.8469001650810242
1618158655.9017353,8411,0.8386226892471313
1618158666.0337353,8482,0.8306416869163513
1618158676.1388927,8553,0.852220356464386
1618158686.1630294,8624,0.8409299254417419
1618158696.2040753,8695,0.8380322456359863
1618158706.258023,8766,0.8340923190116882
1618158716.3210573,8837,0.8213834762573242
1618158726.373503,8908,0.8387216925621033
1618158736.4575746,8979,0.8366984724998474
1618158746.583712,9050,0.8037832975387573
1618158756.598828,9121,0.833396315574646
1618158764.136144,9174,0.8157731294631958
1618158796.9435952,9245,0.8184752464294434
1618158807.0060208,9316,0.8481241464614868
1618158817.0448122,9387,0.8148218989372253
1618158827.0942159,9458,0.8272751569747925
1618158837.11663,9529,0.8406108021736145
1618158847.1493375,9600,0.8318405747413635
1618158857.220657,9671,0.8339552283287048
1618158867.2883995,9742,0.841312050819397
1618158877.3811514,9812,0.8308782577514648
1618158887.537857,9873,0.8232107758522034
1618158897.6982605,9934,0.822326123714447
1618158907.7743502,9994,0.8157540559768677
1618158910.1965022,10008,0.8274748921394348
1618158944.752859,10069,0.8109545707702637
1618158954.8840423,10130,0.8352673053741455
1618158965.0151792,10191,0.8398773670196533
1618158975.1442897,10252,0.8293307423591614
1618158985.2582395,10313,0.8388132452964783
1618158995.3813384,10374,0.8241618871688843
1618159005.5014005,10435,0.8309962153434753
1618159015.6667645,10496,0.819138765335083
1618159025.8161283,10557,0.8243615031242371
1618159035.9857907,10618,0.7932249903678894
1618159046.0863824,10679,0.8479642868041992
1618159056.2164304,10740,0.8443470001220703
1618159066.3559442,10801,0.8007286787033081
1618159073.162536,10842,0.8625160455703735
1618159107.745347,10903,0.8292057514190674
1618159117.8754344,10964,0.8335992693901062
1618159128.0088887,11025,0.8406733870506287
1618159138.1662462,11086,0.8321009874343872
1618159148.2104745,11146,0.8307055234909058
1618159158.3468063,11207,0.8334512710571289
1618159168.4599874,11268,0.8487868905067444
1618159178.5769818,11329,0.8231626749038696
1618159188.703329,11390,0.8497680425643921
1618159198.878444,11451,0.8034034371376038
1618159209.001704,11516,0.8214749693870544
1618159219.0324647,11586,0.8452919125556946
1618159229.0446243,11656,0.841143786907196
1618159231.9094052,11676,0.8563476800918579
